"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,105.736560,0.987779
SW780,BLCA,urogenital_system,bladder,107.599433,0.960800
NCI-H2818,MESO,lung,mesothelioma,108.973265,0.958606
NCCIT,-,urogenital_system,testis,111.761972,0.977438
PSN1,PAAD,pancreas,pancreas,112.112291,0.957419
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,112.302424,0.979334
LS-411N,COREAD,digestive_system,large_intestine,113.379425,0.956015
TOV-21G,OV,urogenital_system,ovary,113.975407,0.953631
SNB75,GBM,nervous_system,glioma,115.073069,0.954955
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,115.399802,0.968358
WM278,SKCM,skin,melanoma,116.008308,0.944044
RVH-421,SKCM,skin,melanoma,116.061404,0.972217
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,116.277055,0.979254
MDA-MB-436,BRCA,breast,breast,116.297845,0.958452
Mewo,SKCM,skin,melanoma,116.680817,0.958667
SNU-C5,COREAD,digestive_system,large_intestine,117.342736,0.956628
SBC-5,SCLC,lung,lung_small_cell_carcinoma,117.495008,0.985798
SK-MEL-2,SKCM,skin,melanoma,117.690732,0.982696
KNS-42,LGG,nervous_system,glioma,118.040883,0.954739
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,120.784808,0.977454
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,121.860835,0.969662
SW1271,SCLC,lung,lung_small_cell_carcinoma,122.604152,0.916621
NB1,NB,nervous_system,neuroblastoma,122.933620,0.963418
ME-1,LAML,blood,acute_myeloid_leukaemia,123.597619,0.985793
A204,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,125.006585,0.954288
EN,UCEC,urogenital_system,endometrium,125.545062,0.959278
PANC-08-13,PAAD,pancreas,pancreas,125.816448,0.951445
SK-MEL-5,SKCM,skin,melanoma,126.746552,0.967431
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,126.947123,0.966419
KG-1,LAML,blood,acute_myeloid_leukaemia,127.195622,0.989234
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,127.609287,0.938164
LU-139,SCLC,lung,lung_small_cell_carcinoma,127.716759,0.976290
PANC-02-03,PAAD,pancreas,pancreas,129.155019,0.933000
SN12C,KIRC,kidney,kidney,131.791670,0.969306
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,132.019088,0.962569
IGR-37,SKCM,skin,melanoma,133.797660,0.980497
COLO-678,COREAD,digestive_system,large_intestine,136.913222,0.900482
VCaP,PRAD,urogenital_system,prostate,137.119319,0.958177
COLO-792,SKCM,skin,melanoma,138.431235,0.975435
SNU-5,STAD,digestive_system,stomach,138.946586,0.982291
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,139.209549,0.964856
NB7,NB,nervous_system,neuroblastoma,140.411624,0.973169
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,141.719721,0.982884
HTC-C3,THCA,thyroid,thyroid,141.921530,0.965749
CL-11,COREAD,digestive_system,large_intestine,143.836252,0.933775
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,144.408251,0.984151
TK,DLBC,blood,B_cell_lymphoma,144.699007,0.995556
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,146.067750,0.956511
HH,UNCLASSIFIED,blood,T_cell_leukemia,146.128117,0.974706
CGTH-W-1,THCA,thyroid,thyroid,149.145311,0.971431
NCI-H2369,MESO,lung,mesothelioma,149.864895,0.975915
LB831-BLC,BLCA,urogenital_system,bladder,150.710101,0.974279
SUIT-2,PAAD,pancreas,pancreas,151.384300,0.951913
J82,BLCA,urogenital_system,bladder,152.770224,0.965953
COLO-680N,ESCA,aero_digestive_tract,oesophagus,153.857653,0.951588
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,153.967596,0.985939
LB2518-MEL,SKCM,skin,melanoma,153.983629,0.978823
BT-483,BRCA,breast,breast,157.481299,0.907079
K2,SKCM,skin,melanoma,158.931404,0.966581
8505C,THCA,thyroid,thyroid,159.589405,0.961368
NCI-H2869,MESO,lung,mesothelioma,159.717152,0.962808
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,159.955854,0.972344
ML-1,THCA,thyroid,thyroid,161.132304,0.944585
U251,GBM,nervous_system,glioma,161.739626,0.971903
LU-165,SCLC,lung,lung_small_cell_carcinoma,162.584432,0.942213
SW948,COREAD,digestive_system,large_intestine,162.762045,0.969072
NCI-H2052,MESO,lung,mesothelioma,165.865470,0.965258
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,166.400437,0.984213
UM-UC-3,BLCA,urogenital_system,bladder,169.584958,0.978760
U-118-MG,GBM,nervous_system,glioma,172.699753,0.957610
KATOIII,STAD,digestive_system,stomach,172.819679,0.941776
HT-3,CESC,urogenital_system,cervix,179.000744,0.985326
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,179.999392,0.981244
OVCAR-3,OV,urogenital_system,ovary,180.290881,0.981530
DMS-114,SCLC,lung,lung_small_cell_carcinoma,182.807269,0.979184
HCC1187,BRCA,breast,breast,185.390752,0.987118
JHH-7,LIHC,digestive_system,liver,185.395567,0.962912
OVKATE,OV,urogenital_system,ovary,189.848600,0.917372
D-263MG,GBM,nervous_system,glioma,189.981894,0.975867
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,190.738208,0.968250
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,191.920685,0.957078
SW620,COREAD,digestive_system,large_intestine,192.422001,0.962871
NY,UNCLASSIFIED,bone,osteosarcoma,195.550354,0.979161
DMS-79,SCLC,lung,lung_small_cell_carcinoma,197.695506,0.989401
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,197.735020,0.971245
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,201.436142,0.952945
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,205.410501,0.950715
T24,BLCA,urogenital_system,bladder,206.634356,0.978471
PANC-04-03,PAAD,pancreas,pancreas,207.566156,0.894595
HuH-7,LIHC,digestive_system,liver,213.259262,0.973877
NCI-H716,COREAD,digestive_system,large_intestine,214.144470,0.970166
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,218.318165,0.940875
SK-MEL-28,SKCM,skin,melanoma,218.675022,0.974071
NCI-H2373,MESO,lung,mesothelioma,223.962953,0.960417
MMAc-SF,SKCM,skin,melanoma,235.573763,0.978650
C32,SKCM,skin,melanoma,237.087309,0.980127
U-87-MG,GBM,nervous_system,glioma,239.595532,0.976075
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,247.664571,0.978167
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,248.194409,0.986011
SNU-C1,COREAD,digestive_system,large_intestine,250.025029,0.968971
DU-145,PRAD,urogenital_system,prostate,250.983454,0.976323
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,251.033013,0.969018
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,251.070721,0.967714
Becker,GBM,nervous_system,glioma,254.155037,0.979348
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,254.953218,0.969916
HT-1197,BLCA,urogenital_system,bladder,260.159617,0.972592
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,273.537966,0.975991
WM-115,SKCM,skin,melanoma,274.137280,0.968982
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,275.409053,0.993079
SK-N-FI,NB,nervous_system,neuroblastoma,285.658436,0.983469
KS-1,GBM,nervous_system,glioma,293.937780,0.977853
HuP-T3,PAAD,pancreas,pancreas,294.935443,0.958897
EFO-21,OV,urogenital_system,ovary,297.150551,0.927237
CHP-126,NB,nervous_system,neuroblastoma,304.297348,0.983221
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,308.845062,0.979603
MZ1-PC,PAAD,pancreas,pancreas,309.350510,0.956408
NCI-H2591,MESO,lung,mesothelioma,312.909075,0.961674
RKN,UNCLASSIFIED,urogenital_system,ovary,314.568286,0.972229
YAPC,PAAD,pancreas,pancreas,316.038271,0.955803
GRANTA-519,DLBC,blood,B_cell_lymphoma,324.863201,0.987110
OAW-42,OV,urogenital_system,ovary,325.177573,0.978167
SK-MM-2,MM,blood,myeloma,327.015905,0.985908
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,337.326850,0.967357
RF-48,STAD,digestive_system,stomach,339.650209,0.989958
SISO,CESC,urogenital_system,cervix,349.013031,0.987919
no-11,LGG,nervous_system,glioma,361.807449,0.972558
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,368.964792,0.984628
KP-2,PAAD,pancreas,pancreas,372.310360,0.977189
AsPC-1,PAAD,pancreas,pancreas,375.109885,0.920336
OV-90,OV,urogenital_system,ovary,375.889130,0.961048
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,378.310777,0.956654
MFE-296,UCEC,urogenital_system,endometrium,382.474651,0.991360
LN-405,GBM,nervous_system,glioma,394.765123,0.982996
SiHa,CESC,urogenital_system,cervix,399.915769,0.988145
GI-ME-N,NB,nervous_system,neuroblastoma,401.564537,0.973267
SK-HEP-1,LIHC,digestive_system,liver,406.145863,0.990354
NCI-H2595,MESO,lung,mesothelioma,414.455375,0.984294
UACC-257,SKCM,skin,melanoma,419.172799,0.977133
KINGS-1,LGG,nervous_system,glioma,425.864715,0.957419
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,430.474716,0.974929
QGP-1,UNCLASSIFIED,pancreas,pancreas,438.567729,0.970244
CAPAN-2,PAAD,pancreas,pancreas,450.372554,0.959901
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,456.704154,0.967838
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,471.502486,0.992247
SK-N-AS,NB,nervous_system,neuroblastoma,476.087012,0.982448
SW626,OV,urogenital_system,ovary,484.359642,0.962452
PA-TU-8902,PAAD,pancreas,pancreas,488.222624,0.961712
PC-3,PRAD,urogenital_system,prostate,491.670020,0.974281
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,509.147823,0.978458
CP66-MEL,SKCM,skin,melanoma,518.841046,0.981495
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,522.006935,0.992651
DMS-53,SCLC,lung,lung_small_cell_carcinoma,525.213942,0.990186
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,537.793648,0.960747
HEC-1,UCEC,urogenital_system,endometrium,559.306877,0.988029
OCUM-1,STAD,digestive_system,stomach,560.241085,0.977551
SW1417,COREAD,digestive_system,large_intestine,585.937603,0.939046
OV-56,OV,urogenital_system,ovary,601.135815,0.987279
TCCSUP,BLCA,urogenital_system,bladder,645.996524,0.985357
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,652.247526,0.972052
D-392MG,GBM,nervous_system,glioma,663.010106,0.983651
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,669.441152,0.944883
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,794.406149,0.964322
COLO-679,SKCM,skin,melanoma,930.747835,0.987829
TT2609-C02,THCA,thyroid,thyroid,958.784045,0.971894
SW756,CESC,urogenital_system,cervix,967.479710,0.982373
COLO-829,SKCM,skin,melanoma,973.613993,0.970739
TT,THCA,thyroid,thyroid,1012.132164,0.961122
NCI-H2722,MESO,lung,mesothelioma,1014.418982,0.955621
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,1034.643185,0.986534
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,1043.585621,0.976411
CAL-120,BRCA,breast,breast,1164.446992,0.966786
VMRC-RCZ,KIRC,kidney,kidney,1351.283953,0.966874
DBTRG-05MG,GBM,nervous_system,glioma,1449.919679,0.965395
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,1571.280448,0.968172
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,1637.717405,0.972416
NMC-G1,LGG,nervous_system,glioma,1818.965070,0.947542
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,2126.808297,0.984947
RO82-W-1,THCA,thyroid,thyroid,2238.671852,0.963067
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,2566.250285,0.970929
