"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
Becker,GBM,nervous_system,glioma,54.259449,0.980222
KMRC-1,KIRC,kidney,kidney,54.471060,0.977171
22RV1,PRAD,urogenital_system,prostate,54.484503,0.964416
GRANTA-519,DLBC,blood,B_cell_lymphoma,54.529476,0.985339
SK-N-AS,NB,nervous_system,neuroblastoma,55.035760,0.975397
IST-MEL1,SKCM,skin,melanoma,55.054560,0.971450
KATOIII,STAD,digestive_system,stomach,55.869089,0.953341
CP50-MEL-B,SKCM,skin,melanoma,56.609984,0.962988
FU97,STAD,digestive_system,stomach,57.441356,0.969089
UM-UC-3,BLCA,urogenital_system,bladder,57.655852,0.985513
NCI-N87,STAD,digestive_system,stomach,57.664991,0.957485
NCI-H2595,MESO,lung,mesothelioma,57.671827,0.980068
MCF7,BRCA,breast,breast,57.885528,0.972610
COLO-679,SKCM,skin,melanoma,58.072629,0.975171
KALS-1,LGG,nervous_system,glioma,58.282514,0.975230
RVH-421,SKCM,skin,melanoma,58.810721,0.955625
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,59.748312,0.960046
D-392MG,GBM,nervous_system,glioma,60.051192,0.973835
SK-MM-2,MM,blood,myeloma,60.490228,0.985099
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,60.611577,0.979435
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,60.949235,0.981300
FU-OV-1,OV,urogenital_system,ovary,61.411050,0.965814
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,61.554073,0.971247
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,62.130962,0.959666
Saos-2,UNCLASSIFIED,bone,osteosarcoma,62.184924,0.985748
PANC-04-03,PAAD,pancreas,pancreas,62.239607,0.871321
A498,KIRC,kidney,kidney,62.535169,0.973661
MEL-HO,SKCM,skin,melanoma,62.535263,0.957820
EFO-21,OV,urogenital_system,ovary,62.628098,0.928624
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,63.500980,0.975482
SNU-81,COREAD,digestive_system,large_intestine,63.631215,0.974894
SW1990,PAAD,pancreas,pancreas,63.740662,0.954452
OV-56,OV,urogenital_system,ovary,63.956955,0.980781
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,64.003484,0.900032
SK-MEL-24,SKCM,skin,melanoma,64.642495,0.973445
MEL-JUSO,SKCM,skin,melanoma,65.012987,0.986850
T24,BLCA,urogenital_system,bladder,65.368292,0.953838
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,65.624266,0.978548
451Lu,SKCM,skin,melanoma,65.732083,0.960157
PC-3,PRAD,urogenital_system,prostate,66.711039,0.968319
MFM-223,BRCA,breast,breast,66.814127,0.962902
EN,UCEC,urogenital_system,endometrium,67.294119,0.977350
NCI-H2803,MESO,lung,mesothelioma,67.394353,0.953896
GAMG,LGG,nervous_system,glioma,67.567509,0.983710
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,68.962298,0.980729
CAPAN-2,PAAD,pancreas,pancreas,69.095323,0.923832
LS-123,COREAD,digestive_system,large_intestine,69.179910,0.947269
ML-1,THCA,thyroid,thyroid,69.428915,0.918128
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,70.281859,0.969896
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,70.921008,0.979141
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,71.968561,0.933423
SF126,GBM,nervous_system,glioma,72.018094,0.968553
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,72.208414,0.978118
BICR31,HNSC,aero_digestive_tract,head_and_neck,74.185169,0.981258
KNS-42,LGG,nervous_system,glioma,74.217925,0.941489
MOG-G-CCM,LGG,nervous_system,glioma,74.539862,0.975553
RKN,UNCLASSIFIED,urogenital_system,ovary,74.768047,0.974833
HCC38,BRCA,breast,breast,75.979403,0.980186
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,77.143344,0.974647
NCC010,KIRC,kidney,kidney,77.151900,0.974315
D-247MG,GBM,nervous_system,glioma,77.522707,0.940766
A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,77.789320,0.978249
MHH-CALL-4,-,blood,B_cell_leukemia,78.107482,0.975895
HT-29,COREAD,digestive_system,large_intestine,78.453901,0.959176
LB2518-MEL,SKCM,skin,melanoma,78.630976,0.965651
CAL-120,BRCA,breast,breast,79.539125,0.947572
PANC-02-03,PAAD,pancreas,pancreas,80.788640,0.931618
BT-549,BRCA,breast,breast,81.290963,0.974271
NCI-H2804,MESO,lung,mesothelioma,81.403137,0.935046
DMS-79,SCLC,lung,lung_small_cell_carcinoma,84.568407,0.978051
SK-MEL-1,SKCM,skin,melanoma,85.515310,0.981422
SKN,UNCLASSIFIED,urogenital_system,uterus,86.129414,0.977862
no-10,LGG,nervous_system,glioma,86.386249,0.959076
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,86.444247,0.982641
HCE-4,ESCA,aero_digestive_tract,oesophagus,86.677658,0.980099
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,86.778430,0.987303
OV-90,OV,urogenital_system,ovary,87.128550,0.963716
SNU-387,LIHC,digestive_system,liver,89.036954,0.974863
LS-411N,COREAD,digestive_system,large_intestine,89.683773,0.980502
THP-1,LAML,blood,acute_myeloid_leukaemia,89.902978,0.978179
VCaP,PRAD,urogenital_system,prostate,89.948915,0.978952
PA-TU-8988T,PAAD,pancreas,pancreas,90.762453,0.973381
HCC1428,BRCA,breast,breast,91.122380,0.967341
SK-MEL-31,SKCM,skin,melanoma,94.430423,0.950141
SW948,COREAD,digestive_system,large_intestine,95.024649,0.984315
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,95.389052,0.977829
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,95.441246,0.974259
MFE-280,UCEC,urogenital_system,endometrium,99.381465,0.979699
OCUM-1,STAD,digestive_system,stomach,102.123545,0.976366
YAPC,PAAD,pancreas,pancreas,102.699859,0.938826
MZ1-PC,PAAD,pancreas,pancreas,103.206729,0.927761
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,103.867928,0.974032
KP-1N,PAAD,pancreas,pancreas,104.300276,0.970994
WM-115,SKCM,skin,melanoma,104.407860,0.978436
OVK-18,OV,urogenital_system,ovary,106.932625,0.961932
TT2609-C02,THCA,thyroid,thyroid,107.164400,0.963127
MKN45,STAD,digestive_system,stomach,107.505780,0.978910
Mewo,SKCM,skin,melanoma,114.309448,0.984254
VMRC-RCW,KIRC,kidney,kidney,115.458061,0.935103
COR-L303,SCLC,lung,lung_small_cell_carcinoma,118.774832,0.985880
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,119.100098,0.988687
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,119.403063,0.968969
SNB75,GBM,nervous_system,glioma,122.146817,0.956451
OVCAR-5,OV,urogenital_system,ovary,123.320307,0.962864
D-245MG,GBM,nervous_system,glioma,127.124196,0.953881
NCI-H2461,MESO,lung,mesothelioma,128.515305,0.967284
MIA-PaCa-2,PAAD,pancreas,pancreas,132.446292,0.980209
CHP-126,NB,nervous_system,neuroblastoma,133.688069,0.970742
Hs-766T,PAAD,pancreas,pancreas,134.368954,0.930442
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,136.761251,0.984172
KP-N-YS,NB,nervous_system,neuroblastoma,137.330691,0.988311
ZR-75-30,BRCA,breast,breast,137.573536,0.972280
CHSA0011,UNCLASSIFIED,bone,chondrosarcoma,138.649992,0.954042
VMRC-RCZ,KIRC,kidney,kidney,139.806420,0.956394
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,140.093164,0.965169
LP-1,MM,blood,myeloma,141.586165,0.980286
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,142.327284,0.960388
NCI-H2869,MESO,lung,mesothelioma,143.959980,0.960520
SBC-1,SCLC,lung,lung_small_cell_carcinoma,144.793335,0.974946
C3A,LIHC,digestive_system,liver,144.924842,0.972388
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,145.845463,0.973539
SW620,COREAD,digestive_system,large_intestine,146.569435,0.964629
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,148.377042,0.990704
C32,SKCM,skin,melanoma,148.611092,0.977794
NCI-H660,OTHER,urogenital_system,prostate,154.567176,0.993383
CP66-MEL,SKCM,skin,melanoma,155.238361,0.962305
UACC-812,BRCA,breast,breast,159.673568,0.986551
SW1417,COREAD,digestive_system,large_intestine,159.708404,0.945543
HCC1599,BRCA,breast,breast,162.766177,0.963974
CL-11,COREAD,digestive_system,large_intestine,163.979418,0.970114
KP-4,PAAD,pancreas,pancreas,166.099795,0.990827
KYSE-510,ESCA,aero_digestive_tract,oesophagus,166.318800,0.990015
Hs-939-T,SKCM,skin,melanoma,166.935449,0.967112
LB373-MEL-D,SKCM,skin,melanoma,167.798357,0.983261
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,168.550187,0.985123
KINGS-1,LGG,nervous_system,glioma,168.599466,0.968824
SK-MEL-5,SKCM,skin,melanoma,172.745819,0.973348
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,172.938116,0.959212
HuP-T3,PAAD,pancreas,pancreas,181.803851,0.957034
ECC12,UNCLASSIFIED,digestive_system,stomach,182.352666,0.990063
NMC-G1,LGG,nervous_system,glioma,182.595655,0.890342
LU-165,SCLC,lung,lung_small_cell_carcinoma,188.477052,0.975127
NCI-H740,-,lung,lung_other,191.666754,0.968274
TT,THCA,thyroid,thyroid,196.096185,0.960612
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,203.349503,0.989190
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,208.639821,0.978319
HCC-33,SCLC,lung,lung_small_cell_carcinoma,209.126651,0.989197
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,212.035116,0.987561
SW1271,SCLC,lung,lung_small_cell_carcinoma,212.466228,0.966003
COR-L32,SCLC,lung,lung_small_cell_carcinoma,214.781316,0.989016
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,216.492988,0.966968
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,217.844773,0.985583
PANC-10-05,PAAD,pancreas,pancreas,226.359351,0.929947
SF295,GBM,nervous_system,glioma,235.299227,0.978541
BT-483,BRCA,breast,breast,239.036042,0.955721
RO82-W-1,THCA,thyroid,thyroid,259.504874,0.954699
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,291.767350,0.972432
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,297.463852,0.978388
MMAc-SF,SKCM,skin,melanoma,298.368355,0.981762
KP-2,PAAD,pancreas,pancreas,307.390497,0.979024
QGP-1,UNCLASSIFIED,pancreas,pancreas,315.296001,0.964687
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,339.431582,0.982624
PSN1,PAAD,pancreas,pancreas,357.920437,0.982580
KNS-81-FD,LGG,nervous_system,glioma,415.403152,0.978283
AsPC-1,PAAD,pancreas,pancreas,417.846995,0.934998
PL4,PAAD,pancreas,pancreas,433.353481,0.985315
YMB-1-E,BRCA,breast,breast,438.189356,0.985682
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,511.498694,0.977235
PA-TU-8902,PAAD,pancreas,pancreas,719.800604,0.973481
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,1003.229379,0.986131
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,1101.281688,0.969128
