"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
LN-229,GBM,nervous_system,glioma,32.112139,0.922749
MFE-280,UCEC,urogenital_system,endometrium,32.156271,0.907710
T47D,BRCA,breast,breast,32.758871,0.932589
CAL-33,HNSC,aero_digestive_tract,head_and_neck,32.794321,0.939925
LS-180,COREAD,digestive_system,large_intestine,33.070543,0.913590
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,33.278167,0.909014
CHSA8926,UNCLASSIFIED,bone,chondrosarcoma,33.715584,0.923695
LB831-BLC,BLCA,urogenital_system,bladder,33.895791,0.931943
M059J,GBM,nervous_system,glioma,34.009294,0.917010
22RV1,PRAD,urogenital_system,prostate,34.024538,0.899262
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,34.093633,0.913739
PA-TU-8902,PAAD,pancreas,pancreas,34.489122,0.878940
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,34.581951,0.892795
D-502MG,LGG,nervous_system,glioma,34.607991,0.892942
CAL-54,KIRC,kidney,kidney,34.650334,0.907443
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,35.443494,0.906354
OE33,ESCA,aero_digestive_tract,oesophagus,35.465278,0.909292
NB10,NB,nervous_system,neuroblastoma,35.468912,0.951395
SAT,HNSC,aero_digestive_tract,head_and_neck,35.474312,0.915223
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,35.512813,0.913603
SW626,OV,urogenital_system,ovary,35.812211,0.881981
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,36.103067,0.931516
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,36.188162,0.923511
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,36.235942,0.942466
TE-1,ESCA,aero_digestive_tract,oesophagus,36.931002,0.915997
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,36.960597,0.855802
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,37.001925,0.877124
SK-MG-1,GBM,nervous_system,glioma,37.123220,0.927813
DoTc2-4510,CESC,urogenital_system,cervix,37.316706,0.928100
CHL-1,SKCM,skin,melanoma,37.336429,0.937296
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,37.402567,0.896161
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,37.644660,0.908212
LU-165,SCLC,lung,lung_small_cell_carcinoma,38.261016,0.890179
KALS-1,LGG,nervous_system,glioma,38.416865,0.920787
SW1088,GBM,nervous_system,glioma,38.707907,0.910128
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,38.965322,0.938346
ESO26,ESCA,aero_digestive_tract,oesophagus,39.394084,0.939628
LS-1034,COREAD,digestive_system,large_intestine,39.425322,0.947265
MZ1-PC,PAAD,pancreas,pancreas,39.585998,0.890588
PANC-02-03,PAAD,pancreas,pancreas,39.916621,0.888959
SW948,COREAD,digestive_system,large_intestine,40.009809,0.928528
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,40.827418,0.890678
TCCSUP,BLCA,urogenital_system,bladder,40.922146,0.924905
D-247MG,GBM,nervous_system,glioma,40.940937,0.917254
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,41.114943,0.909913
JHOS-3,OV,urogenital_system,ovary,41.264734,0.912197
SKG-IIIa,CESC,urogenital_system,cervix,41.493300,0.907483
KYSE-70,ESCA,aero_digestive_tract,oesophagus,41.502464,0.919321
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,42.467951,0.934288
HPAF-II,PAAD,pancreas,pancreas,43.444449,0.916384
SCC90,HNSC,aero_digestive_tract,head_and_neck,43.559371,0.920321
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,43.578067,0.951979
8305C,THCA,thyroid,thyroid,43.680807,0.907203
Ca-Ski,CESC,urogenital_system,cervix,43.728845,0.942082
TE-8,ESCA,aero_digestive_tract,oesophagus,43.872962,0.923838
JHH-6,LIHC,digestive_system,liver,44.025475,0.908407
OCUM-1,STAD,digestive_system,stomach,44.695590,0.914790
COLO-829,SKCM,skin,melanoma,45.163055,0.888384
HT-1376,BLCA,urogenital_system,bladder,45.339595,0.924114
IST-MEL1,SKCM,skin,melanoma,45.634291,0.922978
PANC-10-05,PAAD,pancreas,pancreas,45.765761,0.856983
CAKI-1,KIRC,kidney,kidney,46.298906,0.902496
LN-405,GBM,nervous_system,glioma,46.556272,0.935820
NCI-H2591,MESO,lung,mesothelioma,47.470338,0.905863
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,47.719256,0.907758
CAS-1,GBM,nervous_system,glioma,48.193651,0.913684
OV-56,OV,urogenital_system,ovary,48.543553,0.937872
NCI-H2461,MESO,lung,mesothelioma,49.263203,0.896713
SNU-61,COREAD,digestive_system,large_intestine,50.312074,0.942677
FLO-1,ESCA,aero_digestive_tract,oesophagus,50.543826,0.937730
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,51.002479,0.917001
SW837,COREAD,digestive_system,large_intestine,51.332106,0.937872
RXF393,KIRC,kidney,kidney,51.719080,0.941751
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,52.372732,0.886572
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,52.444160,0.927048
NCI-N87,STAD,digestive_system,stomach,53.672386,0.907253
AsPC-1,PAAD,pancreas,pancreas,53.683492,0.851887
NCI-H2818,MESO,lung,mesothelioma,54.049717,0.937679
KLE,UCEC,urogenital_system,endometrium,54.194023,0.896866
VCaP,PRAD,urogenital_system,prostate,54.544655,0.930633
NCI-H2052,MESO,lung,mesothelioma,54.773328,0.934567
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,55.521486,0.930685
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,55.902794,0.938183
SNU-C2B,COREAD,digestive_system,large_intestine,56.608639,0.904485
HCC1937,BRCA,breast,breast,56.900960,0.934177
SW1116,COREAD,digestive_system,large_intestine,57.022804,0.941028
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,57.442124,0.938405
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,58.287943,0.911528
BICR78,HNSC,aero_digestive_tract,head_and_neck,58.643709,0.933272
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,60.180503,0.930188
NCI-H513,MESO,lung,mesothelioma,60.343912,0.913984
SNU-423,LIHC,digestive_system,liver,60.757374,0.939081
PANC-08-13,PAAD,pancreas,pancreas,61.978950,0.929723
SNU-C1,COREAD,digestive_system,large_intestine,62.907360,0.933716
SW48,COREAD,digestive_system,large_intestine,64.453471,0.941685
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,66.932152,0.917634
WM-115,SKCM,skin,melanoma,68.478699,0.934305
COR-L88,SCLC,lung,lung_small_cell_carcinoma,70.422981,0.961551
SNU-449,LIHC,digestive_system,liver,70.871124,0.906378
OSC-20,HNSC,aero_digestive_tract,head_and_neck,72.841336,0.944568
SK-MEL-24,SKCM,skin,melanoma,74.058814,0.939592
FU-OV-1,OV,urogenital_system,ovary,75.656169,0.930233
MKN7,STAD,digestive_system,stomach,77.282182,0.931476
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,79.590318,0.935470
ES4,UNCLASSIFIED,bone,ewings_sarcoma,81.505688,0.954864
RKN,UNCLASSIFIED,urogenital_system,ovary,82.263294,0.941717
DOK,HNSC,aero_digestive_tract,head_and_neck,82.914228,0.952132
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,83.839514,0.910374
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,86.317195,0.987698
DU-145,PRAD,urogenital_system,prostate,86.331478,0.954263
BT-483,BRCA,breast,breast,86.615575,0.885734
KYSE-520,ESCA,aero_digestive_tract,oesophagus,87.012704,0.920241
RCM-1,COREAD,digestive_system,large_intestine,87.176591,0.931555
U-CH2,-,-,-,88.181337,0.943509
SN12C,KIRC,kidney,kidney,89.118593,0.960464
KMRC-1,KIRC,kidney,kidney,89.352097,0.954688
HCC1143,BRCA,breast,breast,90.292516,0.952131
NCI-H2373,MESO,lung,mesothelioma,93.692574,0.938123
JHU-022,HNSC,aero_digestive_tract,head_and_neck,94.956277,0.923777
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,97.884274,0.931868
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,101.359210,0.958615
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,102.879280,0.921958
OS-RC-2,KIRC,kidney,kidney,103.706861,0.952491
TT,THCA,thyroid,thyroid,104.157859,0.904611
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,105.290825,0.920040
CAPAN-2,PAAD,pancreas,pancreas,106.015710,0.923607
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,106.314279,0.934695
DBTRG-05MG,GBM,nervous_system,glioma,106.559168,0.903625
WM1552C,SKCM,skin,melanoma,108.882683,0.962939
MOG-G-CCM,LGG,nervous_system,glioma,110.775613,0.951468
MKN1,UNCLASSIFIED,digestive_system,stomach,111.185786,0.949681
NCI-H2722,MESO,lung,mesothelioma,113.894059,0.899591
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,114.804916,0.915505
KS-1,GBM,nervous_system,glioma,116.239848,0.960784
OVMIU,OV,urogenital_system,ovary,130.238626,0.932550
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,131.924868,0.940305
SW1417,COREAD,digestive_system,large_intestine,133.653028,0.897511
RCC10RGB,KIRC,kidney,kidney,139.743878,0.920470
LS-123,COREAD,digestive_system,large_intestine,140.477031,0.923337
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,144.890931,0.939161
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,148.470161,0.942467
NMC-G1,LGG,nervous_system,glioma,153.771306,0.884450
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,163.107275,0.950786
RMG-I,UNCLASSIFIED,urogenital_system,ovary,172.119421,0.904785
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,172.119794,0.942648
TT2609-C02,THCA,thyroid,thyroid,181.921535,0.939794
D-392MG,GBM,nervous_system,glioma,183.943991,0.965206
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,189.480997,0.924960
NUGC-4,STAD,digestive_system,stomach,189.925974,0.941444
HCC38,BRCA,breast,breast,194.271203,0.970182
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,197.589825,0.922268
PEO1,OV,urogenital_system,ovary,220.995871,0.957764
KP-3,UNCLASSIFIED,pancreas,pancreas,223.315630,0.985194
NCI-H2595,MESO,lung,mesothelioma,225.660294,0.976621
COLO-678,COREAD,digestive_system,large_intestine,233.303398,0.917406
NCI-H28,MESO,lung,mesothelioma,252.887666,0.920792
OVCAR-5,OV,urogenital_system,ovary,267.349588,0.946139
J82,BLCA,urogenital_system,bladder,269.338574,0.975936
PANC-04-03,PAAD,pancreas,pancreas,290.319314,0.905001
SNU-387,LIHC,digestive_system,liver,330.530851,0.970372
COLO-680N,ESCA,aero_digestive_tract,oesophagus,337.612813,0.967874
EFO-21,OV,urogenital_system,ovary,356.654806,0.931964
SW1271,SCLC,lung,lung_small_cell_carcinoma,395.948397,0.948300
SK-OV-3,OV,urogenital_system,ovary,483.828190,0.964906
OVKATE,OV,urogenital_system,ovary,654.316338,0.948179
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,706.768166,0.945990
KINGS-1,LGG,nervous_system,glioma,805.515013,0.968164
VMRC-RCZ,KIRC,kidney,kidney,826.535867,0.959318
TK10,KIRC,kidney,kidney,937.583480,0.944744
RO82-W-1,THCA,thyroid,thyroid,1943.728956,0.961051
