"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,356.426742,0.983179
CAL-62,THCA,thyroid,thyroid,360.695508,0.987922
SCC90,HNSC,aero_digestive_tract,head_and_neck,361.732940,0.975930
SW1710,BLCA,urogenital_system,bladder,362.213582,0.979547
HH,UNCLASSIFIED,blood,T_cell_leukemia,363.262903,0.987068
U-118-MG,GBM,nervous_system,glioma,363.647068,0.972513
KP-3,UNCLASSIFIED,pancreas,pancreas,364.813001,0.990114
HCC1937,BRCA,breast,breast,366.009009,0.977929
SK-MM-2,MM,blood,myeloma,368.900297,0.987466
SK-MG-1,GBM,nervous_system,glioma,371.059940,0.983256
HCC70,BRCA,breast,breast,374.660711,0.992554
PL4,PAAD,pancreas,pancreas,376.545324,0.980963
GCIY,STAD,digestive_system,stomach,379.813509,0.970604
PEO1,OV,urogenital_system,ovary,381.308806,0.969020
ML-1,THCA,thyroid,thyroid,387.360770,0.963747
CaR-1,COREAD,digestive_system,large_intestine,392.786937,0.987463
VMRC-RCW,KIRC,kidney,kidney,395.826961,0.964076
KYSE-220,ESCA,aero_digestive_tract,oesophagus,396.433013,0.987476
CAL-85-1,BRCA,breast,breast,398.523965,0.987453
HDQ-P1,BRCA,breast,breast,402.006702,0.984706
TCCSUP,BLCA,urogenital_system,bladder,404.551754,0.981009
FU-OV-1,OV,urogenital_system,ovary,407.143922,0.971393
D-263MG,GBM,nervous_system,glioma,410.025624,0.986049
LN-229,GBM,nervous_system,glioma,410.391806,0.984813
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,414.571308,0.984658
LN-405,GBM,nervous_system,glioma,420.133052,0.984160
BICR10,HNSC,aero_digestive_tract,head_and_neck,420.577665,0.980804
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,422.116272,0.968427
OSC-20,HNSC,aero_digestive_tract,head_and_neck,422.438616,0.980970
OE33,ESCA,aero_digestive_tract,oesophagus,423.384660,0.976922
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,427.049592,0.984598
KMRC-20,KIRC,kidney,kidney,427.748419,0.984647
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,428.781907,0.981006
MOG-G-UVW,LGG,nervous_system,glioma,429.713407,0.993346
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,429.993169,0.972776
NCI-H508,COREAD,digestive_system,large_intestine,431.546594,0.984874
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,431.551154,0.972167
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,432.420865,0.968976
M059J,GBM,nervous_system,glioma,435.721226,0.981861
MKN1,UNCLASSIFIED,digestive_system,stomach,438.639180,0.977230
NCI-H2595,MESO,lung,mesothelioma,442.358792,0.985407
JIMT-1,BRCA,breast,breast,445.793492,0.992474
huH-1,LIHC,digestive_system,liver,447.946369,0.978450
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,448.047358,0.978526
J82,BLCA,urogenital_system,bladder,450.445401,0.983057
COR-L88,SCLC,lung,lung_small_cell_carcinoma,453.533115,0.990264
HT-29,COREAD,digestive_system,large_intestine,459.104919,0.983594
SK-GT-2,STAD,digestive_system,stomach,461.474550,0.990519
HCC1143,BRCA,breast,breast,467.552956,0.982679
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,468.004617,0.979740
CL-11,COREAD,digestive_system,large_intestine,473.195208,0.962438
BT-549,BRCA,breast,breast,473.752086,0.977073
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,474.633972,0.986954
SW837,COREAD,digestive_system,large_intestine,475.497370,0.984718
TE-8,ESCA,aero_digestive_tract,oesophagus,476.081512,0.981030
MKN28,STAD,digestive_system,stomach,480.392231,0.981064
HT55,COREAD,digestive_system,large_intestine,481.331715,0.983118
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,486.142135,0.971116
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,486.313760,0.986422
C2BBe1,COREAD,digestive_system,large_intestine,488.830274,0.965281
PANC-02-03,PAAD,pancreas,pancreas,489.582531,0.964620
ESO26,ESCA,aero_digestive_tract,oesophagus,494.123152,0.989669
MDA-MB-330,BRCA,breast,breast,497.304027,0.979928
SW1783,LGG,nervous_system,glioma,501.970211,0.989123
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,503.793620,0.970405
CFPAC-1,PAAD,pancreas,pancreas,507.007861,0.976261
SUIT-2,PAAD,pancreas,pancreas,514.627526,0.975469
KM12,COREAD,digestive_system,large_intestine,516.839041,0.988802
OS-RC-2,KIRC,kidney,kidney,517.270477,0.981973
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,523.088254,0.990564
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,524.759946,0.962935
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,527.454223,0.967966
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,530.201326,0.975892
SAT,HNSC,aero_digestive_tract,head_and_neck,530.858599,0.982393
UM-UC-3,BLCA,urogenital_system,bladder,531.358350,0.991025
JHH-7,LIHC,digestive_system,liver,534.603808,0.980320
BxPC-3,PAAD,pancreas,pancreas,539.424623,0.984866
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,539.896293,0.979170
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,545.618097,0.985206
TE-1,ESCA,aero_digestive_tract,oesophagus,551.590639,0.982364
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,552.940479,0.978439
KP-2,PAAD,pancreas,pancreas,556.100485,0.982511
SK-N-FI,NB,nervous_system,neuroblastoma,556.533646,0.989974
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,556.876773,0.977037
TGBC11TKB,STAD,digestive_system,stomach,560.266904,0.989576
DoTc2-4510,CESC,urogenital_system,cervix,564.896191,0.987322
GB-1,GBM,nervous_system,glioma,571.530610,0.977445
CP66-MEL,SKCM,skin,melanoma,575.168496,0.982608
SW948,COREAD,digestive_system,large_intestine,575.426468,0.986553
KLE,UCEC,urogenital_system,endometrium,575.960062,0.964154
DSH1,BLCA,urogenital_system,bladder,576.424578,0.987407
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,576.925229,0.978724
BICR78,HNSC,aero_digestive_tract,head_and_neck,581.166075,0.982451
Hs-746T,STAD,digestive_system,stomach,584.677753,0.978369
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,588.544019,0.985546
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,612.280617,0.977978
HCC38,BRCA,breast,breast,621.645876,0.985867
SW1088,GBM,nervous_system,glioma,622.609663,0.980138
HuP-T3,PAAD,pancreas,pancreas,627.228866,0.972412
IST-MEL1,SKCM,skin,melanoma,630.352587,0.982923
BPH-1,UNCLASSIFIED,urogenital_system,prostate,639.202427,0.984061
SF268,GBM,nervous_system,glioma,649.912063,0.987731
DU-145,PRAD,urogenital_system,prostate,652.183084,0.987533
SNU-449,LIHC,digestive_system,liver,652.917589,0.965388
BT-474,BRCA,breast,breast,655.248972,0.979050
PSN1,PAAD,pancreas,pancreas,656.821844,0.985785
Mewo,SKCM,skin,melanoma,659.800157,0.986030
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,660.124089,0.965200
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,666.834759,0.976073
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,669.088827,0.984597
SNU-C1,COREAD,digestive_system,large_intestine,673.994205,0.983012
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,676.931193,0.987347
MFE-280,UCEC,urogenital_system,endometrium,678.473263,0.983598
RMG-I,UNCLASSIFIED,urogenital_system,ovary,685.045300,0.942894
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,720.261894,0.974158
SKG-IIIa,CESC,urogenital_system,cervix,721.362687,0.979174
NUGC-3,STAD,digestive_system,stomach,728.016541,0.987285
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,737.956516,0.975161
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,754.277373,0.966821
HT-1376,BLCA,urogenital_system,bladder,755.710240,0.985224
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,758.103273,0.978432
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,765.572083,0.975939
YAPC,PAAD,pancreas,pancreas,796.755780,0.972197
COLO-205,COREAD,digestive_system,large_intestine,800.676592,0.990669
SW756,CESC,urogenital_system,cervix,806.693994,0.981084
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,813.455084,0.984714
LS-123,COREAD,digestive_system,large_intestine,815.626991,0.964512
MKN7,STAD,digestive_system,stomach,828.600890,0.980705
SU8686,PAAD,pancreas,pancreas,828.611713,0.980354
PC-3,PRAD,urogenital_system,prostate,846.294314,0.981415
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,866.702016,0.989858
PANC-10-05,PAAD,pancreas,pancreas,873.687630,0.950260
KYSE-410,ESCA,aero_digestive_tract,oesophagus,875.151670,0.974748
BT-483,BRCA,breast,breast,876.793144,0.951487
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,886.998266,0.982825
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,936.016617,0.984198
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,943.388915,0.968578
MFM-223,BRCA,breast,breast,979.366259,0.979136
MDA-MB-436,BRCA,breast,breast,988.838651,0.989043
KYSE-70,ESCA,aero_digestive_tract,oesophagus,1001.686839,0.987109
SW620,COREAD,digestive_system,large_intestine,1030.667591,0.986162
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,1059.324497,0.954804
LS-411N,COREAD,digestive_system,large_intestine,1072.863197,0.988903
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,1089.750028,0.986792
JHU-022,HNSC,aero_digestive_tract,head_and_neck,1093.105242,0.976308
TT2609-C02,THCA,thyroid,thyroid,1156.492513,0.974983
KINGS-1,LGG,nervous_system,glioma,1170.058204,0.973951
JHH-6,LIHC,digestive_system,liver,1182.048303,0.983441
OVCAR-5,OV,urogenital_system,ovary,1206.022961,0.973389
Caov-4,OV,urogenital_system,ovary,1207.226145,0.988485
MZ1-PC,PAAD,pancreas,pancreas,1212.540979,0.977355
SK-OV-3,OV,urogenital_system,ovary,1245.030460,0.978463
RO82-W-1,THCA,thyroid,thyroid,1273.395028,0.955538
HPAC,PAAD,pancreas,pancreas,1338.860823,0.977243
SW626,OV,urogenital_system,ovary,1375.880641,0.977737
NCI-H747,COREAD,digestive_system,large_intestine,1397.874526,0.980116
SW1271,SCLC,lung,lung_small_cell_carcinoma,1413.208019,0.970757
OV-90,OV,urogenital_system,ovary,1420.808973,0.980240
RCM-1,COREAD,digestive_system,large_intestine,1491.304609,0.984405
KYSE-520,ESCA,aero_digestive_tract,oesophagus,1496.977894,0.979413
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,1506.041547,0.972157
CAL-120,BRCA,breast,breast,1516.311661,0.971059
CAPAN-2,PAAD,pancreas,pancreas,1522.469102,0.977852
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,1546.471115,0.973067
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,1552.902617,0.966385
KATOIII,STAD,digestive_system,stomach,1566.203958,0.980132
COLO-680N,ESCA,aero_digestive_tract,oesophagus,1593.800676,0.986525
TK10,KIRC,kidney,kidney,1729.327219,0.956733
PA-TU-8902,PAAD,pancreas,pancreas,1745.276785,0.979476
Hs-766T,PAAD,pancreas,pancreas,1760.602744,0.971736
NCI-H513,MESO,lung,mesothelioma,1767.135965,0.984028
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,1815.367056,0.975313
LU-165,SCLC,lung,lung_small_cell_carcinoma,1889.618105,0.982884
HCC1428,BRCA,breast,breast,2000.392607,0.985052
AsPC-1,PAAD,pancreas,pancreas,2857.269756,0.961409
VMRC-RCZ,KIRC,kidney,kidney,2878.483282,0.976601
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,3073.911185,0.973691
OVKATE,OV,urogenital_system,ovary,4909.296131,0.977276
PANC-04-03,PAAD,pancreas,pancreas,8020.680007,0.968890
EFO-21,OV,urogenital_system,ovary,8207.218641,0.980274
SW1417,COREAD,digestive_system,large_intestine,11384.706319,0.980540
