"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,76.284087,0.980888
CL-11,COREAD,digestive_system,large_intestine,76.561097,0.957400
ES4,UNCLASSIFIED,bone,ewings_sarcoma,76.835184,0.983176
MDA-MB-361,BRCA,breast,breast,77.987552,0.976907
HuH-7,LIHC,digestive_system,liver,78.012079,0.982195
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,78.218262,0.981942
BICR31,HNSC,aero_digestive_tract,head_and_neck,78.472466,0.982214
SK-MEL-1,SKCM,skin,melanoma,78.727872,0.980444
JHH-2,LIHC,digestive_system,liver,78.781226,0.981359
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,79.133519,0.908240
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,79.191252,0.983570
Becker,GBM,nervous_system,glioma,79.374952,0.984653
BHY,HNSC,aero_digestive_tract,head_and_neck,79.800448,0.956035
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,79.819621,0.941572
LN-229,GBM,nervous_system,glioma,80.035707,0.984080
SW1088,GBM,nervous_system,glioma,80.445587,0.973873
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,81.707648,0.984278
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,83.118404,0.981467
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,83.293359,0.981509
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,83.771824,0.973411
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,84.027664,0.979708
OE19,ESCA,aero_digestive_tract,oesophagus,84.397783,0.980153
LN-405,GBM,nervous_system,glioma,86.027285,0.983919
CAS-1,GBM,nervous_system,glioma,86.106463,0.971632
SNU-423,LIHC,digestive_system,liver,86.305193,0.980880
SW1710,BLCA,urogenital_system,bladder,87.133089,0.981183
MKN1,UNCLASSIFIED,digestive_system,stomach,87.225113,0.976467
JHU-022,HNSC,aero_digestive_tract,head_and_neck,87.438566,0.962170
IST-MES1,MESO,lung,mesothelioma,87.746719,0.979369
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,88.339457,0.977813
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,88.427768,0.979887
NCI-H2595,MESO,lung,mesothelioma,88.519719,0.984961
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,88.757106,0.987502
8505C,THCA,thyroid,thyroid,90.358899,0.978833
SN12C,KIRC,kidney,kidney,90.517640,0.986559
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,90.884867,0.980041
A498,KIRC,kidney,kidney,91.151119,0.978866
SW756,CESC,urogenital_system,cervix,91.541665,0.973473
SW837,COREAD,digestive_system,large_intestine,92.199300,0.983931
J82,BLCA,urogenital_system,bladder,93.483066,0.982938
CAPAN-1,PAAD,pancreas,pancreas,93.695897,0.982914
KP-2,PAAD,pancreas,pancreas,93.726866,0.980039
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,94.699156,0.967221
IST-MEL1,SKCM,skin,melanoma,95.016830,0.979219
SAT,HNSC,aero_digestive_tract,head_and_neck,96.285915,0.980758
SW948,COREAD,digestive_system,large_intestine,96.498436,0.984470
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,97.142937,0.981953
BICR78,HNSC,aero_digestive_tract,head_and_neck,97.645691,0.979953
RKN,UNCLASSIFIED,urogenital_system,ovary,98.734226,0.978545
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,98.945856,0.977185
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,100.174837,0.983903
SW1990,PAAD,pancreas,pancreas,100.353682,0.984323
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,100.427683,0.965350
JHOS-3,OV,urogenital_system,ovary,100.513404,0.944019
NCI-H740,-,lung,lung_other,100.542630,0.953723
HuP-T3,PAAD,pancreas,pancreas,101.061505,0.968378
SW620,COREAD,digestive_system,large_intestine,101.164532,0.956739
SU8686,PAAD,pancreas,pancreas,101.545594,0.973693
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,101.737778,0.980125
NCI-H2731,MESO,lung,mesothelioma,102.306538,0.982162
KP-N-YN,NB,nervous_system,neuroblastoma,103.804971,0.979677
HT-1197,BLCA,urogenital_system,bladder,104.106867,0.981911
SCC90,HNSC,aero_digestive_tract,head_and_neck,104.865650,0.980017
MFE-280,UCEC,urogenital_system,endometrium,106.236316,0.980479
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,106.497059,0.970382
DU-145,PRAD,urogenital_system,prostate,106.534499,0.985354
KATOIII,STAD,digestive_system,stomach,107.510824,0.965731
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,110.895759,0.978127
JHOS-2,OV,urogenital_system,ovary,111.627378,0.963219
COLO-680N,ESCA,aero_digestive_tract,oesophagus,112.412894,0.975530
NCI-N87,STAD,digestive_system,stomach,114.380471,0.969593
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,114.416723,0.972320
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,116.941361,0.988484
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,117.004832,0.972482
OS-RC-2,KIRC,kidney,kidney,117.054706,0.982754
JHH-7,LIHC,digestive_system,liver,118.153688,0.980868
GCIY,STAD,digestive_system,stomach,121.425498,0.976450
PANC-08-13,PAAD,pancreas,pancreas,122.015126,0.979601
U-CH2,-,-,-,123.286914,0.952850
OVCA420,OV,urogenital_system,ovary,124.124603,0.981317
T24,BLCA,urogenital_system,bladder,126.809338,0.970081
SNU-387,LIHC,digestive_system,liver,126.851705,0.979362
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,129.413098,0.974338
PCI-30,HNSC,aero_digestive_tract,head_and_neck,131.918886,0.979746
NCI-H28,MESO,lung,mesothelioma,133.710131,0.944483
NCI-H2591,MESO,lung,mesothelioma,136.428360,0.974148
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,137.046507,0.979581
KYSE-410,ESCA,aero_digestive_tract,oesophagus,137.384822,0.970753
KNS-81-FD,LGG,nervous_system,glioma,140.333853,0.959213
SW1116,COREAD,digestive_system,large_intestine,144.080567,0.987749
PC-3,PRAD,urogenital_system,prostate,145.291731,0.979195
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,145.687407,0.979106
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,146.554453,0.971476
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,147.478984,0.973686
Caov-3,OV,urogenital_system,ovary,148.601322,0.970686
RCM-1,COREAD,digestive_system,large_intestine,149.242944,0.976861
PEO1,OV,urogenital_system,ovary,149.560479,0.977609
GB-1,GBM,nervous_system,glioma,150.519936,0.980027
NCI-H513,MESO,lung,mesothelioma,151.008759,0.974619
UACC-812,BRCA,breast,breast,155.624256,0.986336
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,155.989310,0.985435
SUIT-2,PAAD,pancreas,pancreas,158.411400,0.980011
NCI-H747,COREAD,digestive_system,large_intestine,161.741348,0.973191
KYSE-70,ESCA,aero_digestive_tract,oesophagus,166.238478,0.985155
KLE,UCEC,urogenital_system,endometrium,169.078274,0.969105
OVMIU,OV,urogenital_system,ovary,170.121685,0.971714
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,173.895389,0.976479
KYSE-520,ESCA,aero_digestive_tract,oesophagus,173.969425,0.972462
MZ1-PC,PAAD,pancreas,pancreas,177.571555,0.943360
LP-1,MM,blood,myeloma,182.141530,0.983761
OVKATE,OV,urogenital_system,ovary,182.999511,0.954499
CAPAN-2,PAAD,pancreas,pancreas,184.936419,0.971190
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,184.959730,0.977514
MDA-MB-157,BRCA,breast,breast,187.463644,0.984426
OVCAR-5,OV,urogenital_system,ovary,189.436989,0.969438
LU-165,SCLC,lung,lung_small_cell_carcinoma,192.054401,0.975357
RCC10RGB,KIRC,kidney,kidney,192.451588,0.964274
C3A,LIHC,digestive_system,liver,197.135180,0.976295
SNU-C2B,COREAD,digestive_system,large_intestine,199.508591,0.974464
LB373-MEL-D,SKCM,skin,melanoma,202.778928,0.985567
SK-OV-3,OV,urogenital_system,ovary,206.381869,0.975702
SW1271,SCLC,lung,lung_small_cell_carcinoma,209.756597,0.965814
HCC2218,BRCA,breast,breast,210.028737,0.991328
NCI-H2461,MESO,lung,mesothelioma,212.762655,0.974251
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,218.953315,0.967777
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,219.444689,0.947902
TT,THCA,thyroid,thyroid,219.693023,0.962410
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,226.110534,0.960750
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,228.915359,0.979319
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,233.145803,0.977668
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,241.986455,0.972871
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,242.452919,0.982710
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,242.690866,0.974411
SW1417,COREAD,digestive_system,large_intestine,245.245261,0.953500
PA-TU-8902,PAAD,pancreas,pancreas,245.465101,0.975049
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,245.636187,0.985901
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,255.665632,0.948492
SCH,UNCLASSIFIED,digestive_system,stomach,261.271454,0.984523
TT2609-C02,THCA,thyroid,thyroid,262.553615,0.975766
RVH-421,SKCM,skin,melanoma,265.000785,0.984604
LS-123,COREAD,digestive_system,large_intestine,265.123928,0.970517
TMK-1,STAD,digestive_system,stomach,267.413981,0.984327
SCC-25,HNSC,aero_digestive_tract,head_and_neck,268.283307,0.989629
DBTRG-05MG,GBM,nervous_system,glioma,273.181666,0.964540
SNU-283,-,-,-,273.256388,0.987158
NUGC-4,STAD,digestive_system,stomach,277.957768,0.976712
KINGS-1,LGG,nervous_system,glioma,278.691943,0.975306
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,279.096941,0.943832
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,291.669048,0.970979
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,298.316088,0.967472
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,328.151943,0.978156
OVK-18,OV,urogenital_system,ovary,359.261155,0.982483
RMG-I,UNCLASSIFIED,urogenital_system,ovary,365.070210,0.959093
ML-1,THCA,thyroid,thyroid,388.636489,0.963805
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,401.315209,0.963654
EFO-21,OV,urogenital_system,ovary,410.707590,0.965032
VMRC-RCZ,KIRC,kidney,kidney,466.233605,0.973699
no-11,LGG,nervous_system,glioma,502.815123,0.977173
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,540.091480,0.979174
NCI-H2722,MESO,lung,mesothelioma,541.131179,0.969820
NMC-G1,LGG,nervous_system,glioma,541.922321,0.922040
TK10,KIRC,kidney,kidney,575.387453,0.963117
PANC-04-03,PAAD,pancreas,pancreas,592.927350,0.955291
RO82-W-1,THCA,thyroid,thyroid,642.969487,0.967792
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,807.634099,0.984649
COLO-678,COREAD,digestive_system,large_intestine,1272.785863,0.976041
