"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
SNU-175,COREAD,digestive_system,large_intestine,235.756090,0.985555
OAW-42,OV,urogenital_system,ovary,237.815012,0.973536
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,238.016415,0.970920
HCC1419,BRCA,breast,breast,239.451970,0.989177
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,240.423246,0.965243
NB1,NB,nervous_system,neuroblastoma,240.790813,0.975957
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,241.291277,0.985066
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,241.339202,0.980369
GAK,SKCM,skin,melanoma,241.683112,0.986330
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,243.066583,0.968712
22RV1,PRAD,urogenital_system,prostate,244.214263,0.962306
SKN-3,HNSC,aero_digestive_tract,head_and_neck,245.439930,0.981488
OE21,ESCA,aero_digestive_tract,oesophagus,249.081702,0.976527
SK-MM-2,MM,blood,myeloma,251.295438,0.982999
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,253.033838,0.965741
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,253.065356,0.944550
SNU-283,-,-,-,257.842402,0.986577
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,257.907128,0.964762
NCI-H2052,MESO,lung,mesothelioma,260.077267,0.973410
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,261.595338,0.973599
MKN45,STAD,digestive_system,stomach,264.458915,0.968504
DMS-114,SCLC,lung,lung_small_cell_carcinoma,265.531307,0.984045
SW1990,PAAD,pancreas,pancreas,267.475696,0.976663
OVCAR-4,OV,urogenital_system,ovary,268.861611,0.979161
HCC1187,BRCA,breast,breast,273.298487,0.990653
VMRC-RCW,KIRC,kidney,kidney,274.261833,0.957018
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,275.234706,0.991239
SW1463,COREAD,digestive_system,large_intestine,276.296901,0.980198
HuH-7,LIHC,digestive_system,liver,276.561111,0.977831
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,278.827534,0.989736
HSC-4,HNSC,aero_digestive_tract,head_and_neck,278.952804,0.987345
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,280.791568,0.950364
A172,GBM,nervous_system,glioma,285.034211,0.981544
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,285.768690,0.982825
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,285.803185,0.983702
MKN28,STAD,digestive_system,stomach,287.116689,0.973511
HCC2998,COREAD,digestive_system,large_intestine,287.123868,0.992154
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,289.383539,0.990418
NCI-H2869,MESO,lung,mesothelioma,291.385187,0.973811
TE-5,ESCA,aero_digestive_tract,oesophagus,295.469918,0.979248
NCI-H2595,MESO,lung,mesothelioma,295.560737,0.980387
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,296.082224,0.989996
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,297.002825,0.982348
RKN,UNCLASSIFIED,urogenital_system,ovary,297.163654,0.971317
KARPAS-422,DLBC,blood,B_cell_lymphoma,297.285596,0.988968
PANC-03-27,PAAD,pancreas,pancreas,299.433155,0.980982
639-V,BLCA,urogenital_system,bladder,299.945368,0.990431
RERF-GC-1B,STAD,digestive_system,stomach,300.312186,0.985000
SK-N-AS,NB,nervous_system,neuroblastoma,300.400595,0.976682
RT-112,BLCA,urogenital_system,bladder,302.046781,0.987047
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,302.431255,0.980328
KINGS-1,LGG,nervous_system,glioma,303.811285,0.950448
NCI-H508,COREAD,digestive_system,large_intestine,305.402606,0.980938
COLO-668,SCLC,lung,lung_small_cell_carcinoma,307.204247,0.987586
KATOIII,STAD,digestive_system,stomach,310.174378,0.955567
NCI-H740,-,lung,lung_other,310.294831,0.976233
JHOS-3,OV,urogenital_system,ovary,310.717958,0.969427
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,312.458314,0.978764
KP-1N,PAAD,pancreas,pancreas,313.493430,0.982865
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,313.707340,0.985694
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,314.479851,0.990677
MEL-JUSO,SKCM,skin,melanoma,315.403217,0.986557
SK-MEL-2,SKCM,skin,melanoma,317.019648,0.992593
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,317.928827,0.989424
ASH-3,THCA,thyroid,thyroid,324.499286,0.988187
COLO-824,BRCA,breast,breast,325.155731,0.985680
YMB-1-E,BRCA,breast,breast,325.677239,0.982533
CAL-29,BLCA,urogenital_system,bladder,326.190970,0.989810
PEO1,OV,urogenital_system,ovary,326.689545,0.965445
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,328.524447,0.974003
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,330.380119,0.983990
LN-229,GBM,nervous_system,glioma,332.594398,0.982013
SCC-15,HNSC,aero_digestive_tract,head_and_neck,336.292316,0.981053
SNU-61,COREAD,digestive_system,large_intestine,337.416660,0.983232
PA-TU-8988T,PAAD,pancreas,pancreas,341.770426,0.987370
SNU-407,COREAD,digestive_system,large_intestine,342.202699,0.982112
SNU-1040,COREAD,digestive_system,large_intestine,342.780766,0.983791
OVMIU,OV,urogenital_system,ovary,343.414518,0.956619
HPAF-II,PAAD,pancreas,pancreas,344.089587,0.972273
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,344.905162,0.970695
COLO-680N,ESCA,aero_digestive_tract,oesophagus,347.743680,0.968373
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,350.346964,0.970476
LU-139,SCLC,lung,lung_small_cell_carcinoma,353.935789,0.988917
Mewo,SKCM,skin,melanoma,355.880402,0.978890
CAS-1,GBM,nervous_system,glioma,356.755640,0.968652
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,365.168937,0.978268
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,365.711330,0.973648
MDA-MB-231,BRCA,breast,breast,366.561668,0.989079
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,368.894115,0.986351
KS-1,GBM,nervous_system,glioma,370.785512,0.980864
LS-1034,COREAD,digestive_system,large_intestine,371.101369,0.989942
MDA-MB-157,BRCA,breast,breast,383.059990,0.988678
NCI-H2369,MESO,lung,mesothelioma,383.506737,0.987667
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,386.887858,0.963781
HuP-T4,PAAD,pancreas,pancreas,392.993933,0.986745
NH-12,NB,nervous_system,neuroblastoma,397.086633,0.984092
BT-474,BRCA,breast,breast,402.144361,0.971852
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,408.125276,0.944621
MIA-PaCa-2,PAAD,pancreas,pancreas,408.987063,0.989366
CAL-62,THCA,thyroid,thyroid,410.310167,0.988661
PC-3,PRAD,urogenital_system,prostate,411.995115,0.971709
HCC38,BRCA,breast,breast,414.423316,0.981229
SUIT-2,PAAD,pancreas,pancreas,415.220287,0.971647
SNU-387,LIHC,digestive_system,liver,415.978057,0.973900
SK-MG-1,GBM,nervous_system,glioma,426.609947,0.984244
MCF7,BRCA,breast,breast,431.443734,0.978310
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,441.528017,0.976521
GRANTA-519,DLBC,blood,B_cell_lymphoma,441.664093,0.989727
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,445.018135,0.968530
OS-RC-2,KIRC,kidney,kidney,445.546503,0.979687
HCC1428,BRCA,breast,breast,462.070082,0.967569
U-266,MM,blood,myeloma,463.487835,0.986774
EFM-192A,BRCA,breast,breast,485.026748,0.987409
LS-180,COREAD,digestive_system,large_intestine,487.781736,0.981600
KP-N-YN,NB,nervous_system,neuroblastoma,503.262224,0.979310
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,505.819574,0.954167
SN12C,KIRC,kidney,kidney,510.868313,0.987626
HuP-T3,PAAD,pancreas,pancreas,518.678338,0.968787
NCI-H28,MESO,lung,mesothelioma,527.531883,0.939388
MDA-MB-436,BRCA,breast,breast,539.008858,0.983514
GCIY,STAD,digestive_system,stomach,543.048794,0.974995
CAPAN-2,PAAD,pancreas,pancreas,548.084733,0.963254
PCI-30,HNSC,aero_digestive_tract,head_and_neck,548.479331,0.977549
SNU-C1,COREAD,digestive_system,large_intestine,573.102460,0.980760
Becker,GBM,nervous_system,glioma,574.526434,0.988036
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,584.332696,0.981630
SCC90,HNSC,aero_digestive_tract,head_and_neck,586.140542,0.981278
VCaP,PRAD,urogenital_system,prostate,593.703596,0.982142
SW1271,SCLC,lung,lung_small_cell_carcinoma,615.444681,0.957065
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,625.462541,0.988161
DU-145,PRAD,urogenital_system,prostate,631.706514,0.986881
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,658.854812,0.982247
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,682.068164,0.966519
EFO-21,OV,urogenital_system,ovary,708.544893,0.947371
CL-11,COREAD,digestive_system,large_intestine,708.896484,0.968001
JHU-022,HNSC,aero_digestive_tract,head_and_neck,709.529608,0.969971
RO82-W-1,THCA,thyroid,thyroid,740.256513,0.944277
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,743.562919,0.971330
FU-OV-1,OV,urogenital_system,ovary,747.123281,0.978714
KYSE-410,ESCA,aero_digestive_tract,oesophagus,767.219160,0.972289
SW1116,COREAD,digestive_system,large_intestine,770.080283,0.988265
OVCA420,OV,urogenital_system,ovary,771.628164,0.983541
CAL-120,BRCA,breast,breast,781.710663,0.960518
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,803.856473,0.983437
SNU-C2B,COREAD,digestive_system,large_intestine,818.515477,0.971905
OVCAR-5,OV,urogenital_system,ovary,831.030842,0.967561
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,841.581262,0.975822
LU-165,SCLC,lung,lung_small_cell_carcinoma,848.650478,0.973811
LS-123,COREAD,digestive_system,large_intestine,852.923488,0.964230
NCI-H747,COREAD,digestive_system,large_intestine,871.404094,0.974156
VMRC-RCZ,KIRC,kidney,kidney,1000.644899,0.962430
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,1003.466000,0.958821
QGP-1,UNCLASSIFIED,pancreas,pancreas,1004.373087,0.980778
PANC-04-03,PAAD,pancreas,pancreas,1004.986084,0.935979
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,1011.535468,0.978224
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,1087.010048,0.968949
TT2609-C02,THCA,thyroid,thyroid,1125.880470,0.973942
KYSE-520,ESCA,aero_digestive_tract,oesophagus,1127.509451,0.975700
PANC-08-13,PAAD,pancreas,pancreas,1138.728393,0.985702
NCI-H2722,MESO,lung,mesothelioma,1154.216845,0.957794
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,1180.827999,0.971617
TT,THCA,thyroid,thyroid,1288.970590,0.964810
OVKATE,OV,urogenital_system,ovary,1456.905051,0.962087
NCI-H513,MESO,lung,mesothelioma,1487.766469,0.982040
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,1607.180543,0.960424
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,1684.656231,0.985510
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,1730.368364,0.981650
NUGC-4,STAD,digestive_system,stomach,1979.344919,0.980331
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,2038.372278,0.975503
BT-483,BRCA,breast,breast,2265.690834,0.965339
TK10,KIRC,kidney,kidney,3165.148877,0.964382
PANC-10-05,PAAD,pancreas,pancreas,3575.437741,0.970091
AsPC-1,PAAD,pancreas,pancreas,5937.912780,0.969548
COLO-678,COREAD,digestive_system,large_intestine,8409.610949,0.978505
